STATSSA_Area_Code,Description,Main_Code
2011-599160005,Shallcross Ext 2 SP1,2011-599160
2011-599160007,Shallcross Ext 2 SP2,2011-599160
2011-960029003,Shamavunga,2011-960029
2011-961043001,Shamfana SP,2011-961043
2011-598159001,Shamto SP,2011-598159
2011-968112009,Shanangani,2011-968112
2011-874065015,Shandon Estate,2011-874065
2011-593058001,Shangase SP,2011-593058
2011-797011005,Shangrila,2011-797011
2011-797011009,Shangrila SP,2011-797011
2011-499023042,Shannon SH,2011-499023
2011-966103001,Shanzha SP,2011-966103
2011-671004002,Sharon,2011-671004
2011-797028001,Sharon Park,2011-797028
2011-797028003,Sharondale,2011-797028
2011-798016017,Sharonlea,2011-798016
2011-760012001,Sharpeville SP,2011-760012
2011-868010005,Sharrighuisen,2011-868010
2011-973012001,Shashe SP,2011-973012
2011-599051002,Shastri Park,2011-599051
2011-877078001,Shata SP,2011-877078
2011-877094001,Shatale SP,2011-877094
2011-561006007,Shayamoya,2011-561006
2011-596004004,Shayamoya,2011-596004
2011-573027001,Shayamoya SP,2011-573027
2011-567017001,Shayamoya SP,2011-567017
2011-529033001,Shayandawo SP,2011-529033
2011-966169001,Shayandima Industrial Area,2011-966169
2011-966169002,Shayandima SP,2011-966169
2011-575139001,Shayanyawo A SP,2011-575139
2011-575142001,Shayanyawo B SP,2011-575142
2011-591010003,Shayisa,2011-591010
2011-875006001,Sheba Mine,2011-875006
2011-861012001,Sheepmoor SP,2011-861012
2011-592041002,Sheffield Beach SP,2011-592041
2011-592041001,Sheffield Manor,2011-592041
2011-668006001,Sheila SP,2011-668006
2011-163001001,Shelley Point,2011-163001
2011-565017001,Shellfish SP,2011-565017
2011-506051001,Shelly Beach,2011-506051
2011-599037009,Shembes Village,2011-599037
2011-583039001,Shemula SP,2011-583039
2011-295060001,Shenxe SP,2011-295060
2011-986104001,Shenyaneng SP,2011-986104
2011-199041122,Sheraton Park,2011-199041
2011-799065001,Shere SH,2011-799065
2011-799035116,Shere SH,2011-799035
2011-761006017,Sherman Park AH,2011-761006
2011-199004002,Sherwood,2011-199004
2011-299007093,Sherwood,2011-299007
2011-599054038,Sherwood,2011-599054
2011-797022002,Sherwood Gardens,2011-797022
2011-874049001,Sherwood SP,2011-874049
2011-965123001,Sheshe SP,2011-965123
2011-270387001,Sheshegu SP,2011-270387
2011-294055001,Sheshegu SP,2011-294055
2011-966143001,Shigalo SP,2011-966143
2011-962059001,Shihungu SP,2011-962059
2011-586019001,ShikiShela SP,2011-586019
2011-968094008,Shikuhele,2011-968094
2011-964008001,Shikwane SP,2011-964008
2011-271059001,Shilata SP,2011-271059
2011-529016001,Shilengeni SP,2011-529016
2011-281068001,Shiloh,2011-281068
2011-968123007,Shilovobyani,2011-968123
2011-962091002,Shiluvane SP,2011-962091
2011-960051001,Shimange SP,2011-960051
2011-966050001,Shimishoni,2011-966050
2011-966183001,Shingwidzi SP,2011-966183
2011-968095001,Shirley,2011-968095
2011-199016087,Shirley Park,2011-199016
2011-968096001,Shirley SP,2011-968096
2011-962015001,Shirulurulu SP,2011-962015
2011-968123006,Shiseva,2011-968123
2011-968104004,Shitachi,2011-968104
2011-968094016,Shivambu,2011-968094
2011-960003001,Shivulani SP,2011-960003
2011-565018001,Shiyabantu SP,2011-565018
2011-876023001,Shiyalongubo SP,2011-876023
2011-568019001,Shiyamphahla SP,2011-568019
2011-542096001,Shobalenyathi  SP,2011-542096
2011-505022001,Shobashobane SP,2011-505022
2011-506034001,Shobeni SP,2011-506034
2011-963014007,Shokone,2011-963014
2011-270272001,Sholora SP,2011-270272
2011-978036002,Shongoane SP,2011-978036
2011-599148001,Shongweni Resource Reserve,2011-599148
2011-566003049,Shortts Retreat,2011-566003
2011-270528001,Shoshwana SP,2011-270528
2011-962013001,Shotong SP,2011-962013
2011-961078002,Shotong SP,2011-961078
2011-574004001,Shroeders Hope,2011-574004
2011-986001001,Shubushubu SP,2011-986001
2011-593032001,Shudu SP,2011-593032
2011-296173001,Shugabhushi SP,2011-296173
2011-294137001,Shukenxa SP,2011-294137
2011-668011003,Shukran,2011-668011
2011-270414001,Shukuma SP,2011-270414
2011-293066002,Shukunxa SP1,2011-293066
2011-293066001,Shukunxa SP2,2011-293066
2011-599172001,Shulton Park,2011-599172
2011-581011001,Shumayeleni SP,2011-581011
2011-274017001,Shushu SP,2011-274017
2011-589038001,Shushu SP,2011-589038
2011-987092001,Shushumela SP,2011-987092
2011-282173001,Shushwana SP,2011-282173
2011-799057006,Siahlala,2011-799057
2011-966138001,Siambe SP,2011-966138
2011-876049001,Sibange SP,2011-876049
2011-292114001,Sibangweni SP,2011-292114
2011-966131004,Sibasa,2011-966131
2011-876016001,Sibayeni SP,2011-876016
2011-295200001,Siberia SP,2011-295200
2011-589102001,Sibhamu SP,2011-589102
2011-582074001,Sibhoweni SP,2011-582074
2011-296156001,Sibhozweni SP,2011-296156
2011-542095001,Sibhudeni SP,2011-542095
2011-295071001,Sibi SP,2011-295071
2011-594070001,Sibomvini SP,2011-594070
2011-580178001,Sibomvu SP,2011-580178
2011-581030001,Sibomvu SP,2011-581030
2011-574003002,Sibongile,2011-574003
2011-583084001,Sibongile SP,2011-583084
2011-281090001,Sibonile  A SP,2011-281090
2011-583086001,Sibonokuhle SP,2011-583086
2011-571047001,Sibotsheni SP,2011-571047
2011-577007001,Sibuyane SP,2011-577007
2011-291183001,Sicambeni SP,2011-291183
2011-290099001,Sicambeni SP,2011-290099
2011-598094001,Sicelweni SP,2011-598094
2011-290057001,Sicwenza SP,2011-290057
2011-292335001,Sidabadabeni SP,2011-292335
2011-270088001,Sidabakweni SP,2011-270088
2011-290141001,Sidabekweni SP,2011-290141
2011-287101001,Sidakaneni,2011-287101
2011-296072001,Sidakeni A SP,2011-296072
2011-296032001,Sidakeni B SP,2011-296032
2011-284297001,Sidakeni SP,2011-284297
2011-283075001,Sidakeni SP,2011-283075
2011-581016001,Sidakeni SP,2011-581016
2011-298135001,Sidakeni SP,2011-298135
2011-286213001,Sidakeni SP,2011-286213
2011-292255001,Sidanda SP,2011-292255
2011-297276001,Sidanga SP,2011-297276
2011-264007001,Sidbury SP,2011-264007
2011-270217001,Sidelwani SP,2011-270217
2011-598038001,Sidikideni SP,2011-598038
2011-285075001,Sidikidini SP,2011-285075
2011-284042001,Sidindi SP,2011-284042
2011-580110001,Sidinsi SP,2011-580110
2011-876013001,Sidlamafa SP,2011-876013
2011-506007001,Sidobe SP,2011-506007
2011-271320001,Sidubela SP,2011-271320
2011-294041001,Sidwada SP,2011-294041
2011-294040028,Sidwadwa,2011-294040
2011-283076001,Sidwadweni SP,2011-283076
2011-282016001,Sidwadweni Village SP,2011-282016
2011-299007019,Sidwell,2011-299007
2011-960010001,Sifasonke SP,2011-960010
2011-285031001,Sifonondile SP,2011-285031
2011-271457001,Sigangala SP,2011-271457
2011-284066001,Sigangeni A SP,2011-284066
2011-284284001,Sigangeni B SP,2011-284284
2011-284148001,Sigangeni C SP,2011-284148
2011-282042001,Sigangeni SP,2011-282042
2011-580090001,Sigangeni SP,2011-580090
2011-287123002,Sigcawini,2011-287123
2011-290030001,Sigcawu SP,2011-290030
2011-593006001,Sigedleni SP,2011-593006
2011-292258001,Sigibudu SP,2011-292258
2011-284063001,Sigidi SP,2011-284063
2011-296154001,Sigidini A SP,2011-296154
2011-296155001,Sigidini B SP,2011-296155
2011-294320001,Sigingini SP,2011-294320
2011-271077001,Sigingqini A SP,2011-271077
2011-271279001,Sigingqini B SP,2011-271279
2011-284250001,Sigingqini SP,2011-284250
2011-286165001,Sigingqini SP,2011-286165
2011-285023001,Siginqgini SP,2011-285023
2011-566003029,Signal Hill,2011-566003
2011-524010001,Signal Hill,2011-524010
2011-199041008,Signal Hill Nature Reserve,2011-199041
2011-667046001,Signal Hill SP,2011-667046
2011-270460003,Sigobelwana,2011-270460
2011-506037001,Sigodadeni SP,2011-506037
2011-286089001,Sigodini SP,2011-286089
2011-284240001,Sigodlweni SP,2011-284240
2011-286095001,Sigoga SP,2011-286095
2011-965003001,Sigonde SP,2011-965003
2011-296020001,Sigondwaneni,2011-296020
2011-575044001,Sigqobheleni SP,2011-575044
2011-580181001,Sigubudu SP,2011-580181
2011-293053001,Sigubudweni SP,2011-293053
2011-294112001,Sigubudweni SP,2011-294112
2011-284404001,Sigubudwini SP,2011-284404
2011-290054001,Sigubudwini SP,2011-290054
2011-294183001,Sigwalini A SP,2011-294183
2011-294164001,Sigwalini B SP,2011-294164
2011-282165001,Sigxeni SP,2011-282165
2011-582034002,Sihangwane A,2011-582034
2011-582034001,Sihangwane B,2011-582034
2011-282176001,Sihlaba SP,2011-282176
2011-283172001,Sihlaba SP,2011-283172
2011-294314001,Sihlabeni A SP,2011-294314
2011-271071001,Sihlabeni SP,2011-271071
2011-294149001,Sihlabeni SP,2011-294149
2011-296013003,Sihlahleni,2011-296013
2011-296137001,Sihlahleni SP,2011-296137
2011-270375001,Sihlana SP,2011-270375
2011-583047001,Sihlangweni SP,2011-583047
2011-291192001,Sihlanjeni SP,2011-291192
2011-286229001,Sihlehleni SP,2011-286229
2011-582036001,Sihlenga SP,2011-582036
2011-598184001,Sihleza Forest Reserve,2011-598184
2011-297311001,Sihlontlweni SP,2011-297311
2011-298052001,Sihlonyaneni SP1,2011-298052
2011-298052002,Sihlonyaneni SP2,2011-298052
2011-282245001,Sihobotini SP,2011-282245
2011-286159001,Sihomhom SP,2011-286159
2011-542124001,Sihosheni SP,2011-542124
2011-588054001,Sihuzu SP,2011-588054
2011-296197001,Sijika SP,2011-296197
2011-295213001,Sijoka SP,2011-295213
2011-291072001,Sijungqwini SP,2011-291072
2011-291138001,Sijuqwini SP,2011-291138
2011-503003002,Sikaka Forest,2011-503003
2011-292144001,Sikalweni SP,2011-292144
2011-293115001,Sikansini SP,2011-293115
2011-284293001,Sikantini SP,2011-284293
2011-593026001,Sikeni SP,2011-593026
2011-594058001,Sikeshini SP,2011-594058
2011-538030001,Sikhalasenkosi SP,2011-538030
2011-576044001,Sikhaleni SP,2011-576044
2011-296178001,Sikhemane SP,2011-296178
2011-286109001,Sikhepheni Sp,2011-286109
2011-295178001,Sikhetlane SP,2011-295178
2011-295036001,Sikhewini SP,2011-295036
2011-294122001,Sikhoba SP,2011-294122
2011-294403001,Sikhobeni SP,2011-294403
2011-598155001,Sikhulu SP,2011-598155
2011-297298001,Sikhulu SP,2011-297298
2011-298046001,Sikhulu SP,2011-298046
2011-298126001,Sikhululweni SP1,2011-298126
2011-298126002,Sikhululweni SP2,2011-298126
2011-298033001,Sikhumbeni SP,2011-298033
2011-296179001,Sikhumbeni SP,2011-296179
2011-876041001,Sikhwahlane SP,2011-876041
2011-290266001,Sikitini,2011-290266
2011-290089001,Sikitini SP,2011-290089
2011-294429001,Sikoba SP,2011-294429
2011-293133001,Sikobeni SP,2011-293133
2011-284247001,Sikobeni SP,2011-284247
2011-296234001,Sikolweni SP,2011-296234
2011-287026001,Sikroxweni SP,2011-287026
2011-584007001,Sikwakwaneni SP,2011-584007
2011-589113001,Silambo SP,2011-589113
2011-581005001,Silanda SP,2011-581005
2011-290183001,Silangwe SP,2011-290183
2011-293205001,Silevini SP,2011-293205
2011-861005003,Silindile,2011-861005
2011-294278001,Silindini SP,2011-294278
2011-286039001,Silindini SP,2011-286039
2011-296055001,Silindini SP,2011-296055
2011-199041091,Sillery,2011-199041
2011-199036006,Sillwood Heights,2011-199036
2011-968033001,Siloam SP,2011-968033
2011-860020003,Silobela,2011-860020
2011-542118001,Silokomane SP,2011-542118
2011-273119001,Silositsha SP,2011-273119
2011-797031047,Siluma View,2011-797031
2011-575120001,Silutshana A SP,2011-575120
2011-575121001,Silutshana B SP,2011-575121
2011-798015031,Silvamonte,2011-798015
2011-799035121,Silver Lakes,2011-799035
2011-799035113,Silver Lakes Golf Estate,2011-799035
2011-199020027,Silver Oaks,2011-199020
2011-799035117,Silver Stream Estate,2011-799035
2011-199038018,Silver Town,2011-199038
2011-281017014,Silver Town SP1,2011-281017
2011-281067002,Silver Town SP2,2011-281067
2011-260132001,Silverdale SP,2011-260132
2011-763004044,Silverfields,2011-763004
2011-199052004,Silverglade,2011-199052
2011-599161013,Silverglen,2011-599161
2011-199041074,Silverhurst,2011-199041
2011-199041111,Silvermine,2011-199041
2011-199051007,Silvermine Village,2011-199051
2011-199022004,Silveroaks Industrial,2011-199022
2011-199035002,Silversands,2011-199035
2011-199016022,Silverstream,2011-199016
2011-799035072,Silverton,2011-799035
2011-294040027,Silverton,2011-294040
2011-799035071,Silverton Ext 5,2011-799035
2011-799035070,Silverton Ext 7,2011-799035
2011-799035066,Silvertondale,2011-799035
2011-199029008,Silvertown,2011-199029
2011-506005001,Silwane SP,2011-506005
2011-579032001,Silwerhout SP,2011-579032
2011-297168001,Simakadeni SP,2011-297168
2011-798013046,Simba,2011-798013
2011-592044003,Simbithi Eco-Estate,2011-592044
2011-578023001,Simdlangentsha SP,2011-578023
2011-296057001,Simela SP,2011-296057
2011-581001001,Simelane SP,2011-581001
2011-873008001,Simile SP,2011-873008
2011-797008040,Simmer And Jack Gold Mine,2011-797008
2011-797008030,Simmerfield,2011-797008
2011-180009001,Simola Golf and Country Estate,2011-180009
2011-565035001,Simolobha SP,2011-565035
2011-567030001,Simondi SP,2011-567030
2011-199053016,Simon's Kloof,2011-199053
2011-199053013,Simon's Town Habour,2011-199053
2011-199053005,Simon's Town SP,2011-199053
2011-765007001,Simunye SP,2011-765007
2011-276081001,Sinakanaka SP,2011-276081
2011-283002002,Sinakho,2011-283002
2011-296183001,Sinamva,2011-296183
2011-566039001,Sinathingi SP,2011-566039
2011-371003003,Sinclair's Dam,2011-371003
2011-876026001,Sincobile SP,2011-876026
2011-966070001,Sindande SP,2011-966070
2011-546063001,Sindi SP,2011-546063
2011-593015001,Sindumbeni SP,2011-593015
2011-593057001,Sinembe SP,2011-593057
2011-284003001,Singcukeni SP,2011-284003
2011-270496001,Singeni A SP,2011-270496
2011-270004001,Singeni B SP,2011-270004
2011-276145001,Singeni SP,2011-276145
2011-296146001,Singeni SP,2011-296146
2011-284368001,Singeni SP,2011-284368
2011-293282001,Singeni SP,2011-293282
2011-271415001,Singeni SP,2011-271415
2011-598112001,Singisi SP,2011-598112
2011-296133002,Singqezi,2011-296133
2011-284019001,Singqumeni A SP,2011-284019
2011-284005001,Singqumeni B SP,2011-284005
2011-286185001,Singungweni SP,2011-286185
2011-580121001,Sinkonkonko SP,2011-580121
2011-799035040,Sinoville,2011-799035
2011-291163001,Sinqa Sedonki SP,2011-291163
2011-580038001,Sinqanda SP,2011-580038
2011-763010005,Sinqobile Phase 1,2011-763010
2011-763010007,Sinqobile Phase 2,2011-763010
2011-763010004,Sinqobile Phase 3,2011-763010
2011-297337001,Sinqogo SP,2011-297337
2011-298145002,Sinquma SP1,2011-298145
2011-298145003,Sinquma SP2,2011-298145
2011-968067013,Sinthumule SP,2011-968067
2011-271433001,Sintsana SP,2011-271433
2011-292200001,Sinwandweni SP,2011-292200
2011-286198001,Sinxago SP,2011-286198
2011-576085001,Sinyama SP,2011-576085
2011-296136001,Sinyaqa SP,2011-296136
2011-285024001,Sipafeni SP,2011-285024
2011-290036001,Sipaqeni SP,2011-290036
2011-298122001,Sipetu SP,2011-298122
2011-598214001,Siphahleni SP,2011-598214
2011-271079001,Siphaleni SP,2011-271079
2011-542123001,Siphande SP,2011-542123
2011-598100001,Siphangeni SP,2011-598100
2011-874040001,Siphelanyane SP,2011-874040
2011-295223001,Siphepheto SP,2011-295223
2011-581078001,Siphethu A SP,2011-581078
2011-581068001,Siphethu B SP,2011-581068
2011-298012001,Siphethu SP,2011-298012
2011-589043001,Siphezi SP1,2011-589043
2011-290082001,Siphezini A SP,2011-290082
2011-290201001,Siphezini B SP,2011-290201
2011-581048001,Siphina SP,2011-581048
2011-276038001,Siphingweni SP,2011-276038
2011-295032001,Siphola SP,2011-295032
2011-582052002,Siphondweni A,2011-582052
2011-582052001,Siphondweni B,2011-582052
2011-599113003,Siphumelele,2011-599113
2011-291194001,Siphunzana SP,2011-291194
2011-291044001,Siphusiphu SP,2011-291044
2011-503047001,Sipofu SP,2011-503047
2011-296176001,Sipundu SP,2011-296176
2011-282090001,Siqabeni SP,2011-282090
2011-571073001,Siqalabeni SP,2011-571073
2011-589066001,Siqandaqanda SP,2011-589066
2011-296012003,Siqhingeni,2011-296012
2011-296035001,Siqhingeni SP,2011-296035
2011-291073001,Siqhozameni SP,2011-291073
2011-282089001,Siqikini A SP,2011-282089
2011-282089002,Siqikini B SP,2011-282089
2011-293135001,Siqikini SP,2011-293135
2011-283049001,Siqikini SP,2011-283049
2011-294213001,Siqikini SP,2011-294213
2011-293226001,Siqithi SP,2011-293226
2011-582040001,Siqobeleni SP,2011-582040
2011-286186001,Siqungqwini SP,2011-286186
2011-589056001,Siqwanjana SP,2011-589056
2011-199045074,Sir Lowry's Pass,2011-199045
2011-290189001,Siretshe SP,2011-290189
2011-296068003,Sirhoqobeni,2011-296068
2011-294364001,Sirhoshweni SP,2011-294364
2011-296145001,Sirhudlwini SP,2011-296145
2011-598031001,Siriya SP,2011-598031
2011-270017001,Siroshweni A SP,2011-270017
2011-270008001,Siroshweni B SP,2011-270008
2011-362004002,Sishen Mine,2011-362004
2011-581092001,Sishili A SP,2011-581092
2011-581076001,Sishili B SP,2011-581076
2011-281076001,Sisilane SP,2011-281076
2011-598114005,Sisulu,2011-598114
2011-296066001,Sisulwini SP,2011-296066
2011-293274001,Sisuzeni SP,2011-293274
2011-270307001,Siszini SP,2011-270307
2011-270056001,Sitatwini SP,2011-270056
2011-284312001,Sitebe SP,2011-284312
2011-294238001,Sitebe SP,2011-294238
2011-585020001,Sitezi SP,2011-585020
2011-293054001,Sithangameni SP,2011-293054
2011-298104003,Sithebe,2011-298104
2011-574004003,Sithembile,2011-574004
2011-296099001,Sithinteni,2011-296099
2011-296080001,Sithinteni A,2011-296080
2011-296097001,Sithinteni B,2011-296097
2011-295263001,Sithiweni SP,2011-295263
2011-286181002,Sithole Park,2011-286181
2011-297078001,Sithukuthezi SP,2011-297078
2011-599079001,Sithumba SP,2011-599079
2011-599116055,Sithundu Hill,2011-599116
2011-565028001,Sithunjwana SP,2011-565028
2011-270139001,Sitishini SP,2011-270139
2011-284031001,Sitishini SP,2011-284031
2011-293046001,Sitishini SP,2011-293046
2011-293067001,Sititshini SP,2011-293067
2011-565022001,Sitofela SP,2011-565022
2011-284030001,Sitoleni SP,2011-284030
2011-287015001,Sitoromo SP,2011-287015
2011-977011001,Sitrusvlakte SH,2011-977011
2011-290257001,Sitshayelo SP,2011-290257
2011-593039001,Sitshikitselweni SP,2011-593039
2011-290162001,Situlu SP,2011-290162
2011-571068001,Situlwane SP,2011-571068
2011-282265001,Situmba SP,2011-282265
2011-270409001,Sitywathi SP,2011-270409
2011-271297001,Sivangxa SP,2011-271297
2011-293021001,Sivianeni SP,2011-293021
2011-272001002,Siviwe,2011-272001
2011-864002001,Sivukile SP,2011-864002
2011-296077001,Sivumela SP,2011-296077
2011-580020005,Siwela A SP,2011-580020
