,municipality
6799,4147 eThekwini Metro St James Malvern
6800,4147 eThekwini Metro The Oaks Malvern
6801,4148 eThekwini Metro  Reservoir Hills New
6802,4148 eThekwini Metro Angola Umlazi
6803,4148 eThekwini Metro Umlazi Gx5 Umlazi
6804,4148 eThekwini Metro Umlazi H1 Umlazi
6805,4148 eThekwini Metro Umlazi Hx1 Umlazi
6806,4149 eThekwini Metro La Lucia Durban North
6807,4150 eThekwini Metro Illovo Amanzimtoti
6808,4153 eThekwini Metro Mimosa Place Isipingo
6809,4153 eThekwini Metro Westmont Isipingo
6810,4155 eThekwini Metro Illovo Beach Amanzimtoti
6811,4156 eThekwini Metro Broadlands Mount Edgecombe
6812,4156 eThekwini Metro Clayfield Phoenix
6813,4156 eThekwini Metro Clayfield Phase 1 Phoenix
6814,4156 eThekwini Metro Clayfield Phase 4 Phoenix
6815,4156 eThekwini Metro New Cottages Phoenix
6816,4156 eThekwini Metro Phoenix Industrial Area Phoenix
6817,4156 eThekwini Metro Phoenix Industriele Gebied Phoenix
6818,4339 eThekwini Metro Missionlands Verulam
6819,4339 eThekwini Metro Mount Moreland Verulam
6820,4339 eThekwini Metro Mount Vernon Verulam
6821,4339 eThekwini Metro Mount View Verulam
6822,4339 eThekwini Metro Oaklands Verulam
6823,4339 eThekwini Metro Osindisweni Hospital Verulam
6824,4339 eThekwini Metro Ottawa Verulam
6825,4068 eThekwini Metro Redbury Phoenix
6826,4068 eThekwini Metro Redfern Phoenix
6827,4068 eThekwini Metro Rockford Phoenix
6828,4068 eThekwini Metro Rydalvale Phoenix
6829,4068 eThekwini Metro Saccarine Phoenix
6830,4068 eThekwini Metro Sastri Park Phoenix
6831,4068 eThekwini Metro Southgate Phoenix
6832,4068 eThekwini Metro Stanmore Phoenix
6833,4068 eThekwini Metro Starwood Phoenix
6834,4068 eThekwini Metro Stone Bridge Phoenix
6835,4156 eThekwini Metro Saccarine Phoenix
6836,4157 eThekwini Metro Southgate Phoenix
6837,4158 eThekwini Metro Campbellstown Phoenix
6838,4158 eThekwini Metro Eastbury Park Phoenix
6839,4160 Vulamehlo Mfume Amanzimtoti
6840,4162 eThekwini Metro Northridge Park Durban
6841,4162 eThekwini Metro Summerfields Durban
6842,4162 eThekwini Metro Westwood Gardens Yellowwood Park
6843,4163 eThekwini Metro Woodhaven Park Yellowwood Park
6844,4170 eThekwini Metro  Umkomaas
6845,4170 eThekwini Metro Clansthal Umkomaas
6846,4170 eThekwini Metro Craigieburn Umkomaas
6847,4170 eThekwini Metro Illfra Combe Umkomaas
6848,4170 eThekwini Metro Kwamthathelwa Umkomaas
6849,4170 eThekwini Metro Magabheni Umkomaas
6850,4170 eThekwini Metro New Haven Umkomaas
6851,4170 eThekwini Metro Saiccor Village Umkomaas
6852,4170 eThekwini Metro Widenham Umkomaas
6853,4170 eThekwini Metro Willowglen Umkomaas
6854,4171 eThekwini Metro Roseneath Umkomaas
6855,4172 Umdoni  Amandawe
6856,4180 Umdoni  Scottburgh
6857,4180 Umdoni Scottburgh South Scottburgh
6858,4181 Umdoni Renishaw Scottburgh
6859,4182 Umdoni Park Rynie Scottburgh
6860,4183 Umdoni Kelso Scottburgh
6861,4184 Hibiscus Coast Palm Beach Pennington
6862,4184 Umdoni Pennington Scottburgh
6863,4184 Umdoni Umdoni Village Pennington
6864,4185 Umdoni Elysium Ifafa Beach
6865,4185 Umdoni Ifafa Beach Scottburgh
6866,4186 Umdoni Mtwalume Scottburgh
6867,4187 Umzumbe  Qwabe
6868,4188 Umdoni  Ogwini
6869,4189 Vulamehlo  Emagabeni
6870,4191 Vulamehlo  Mbalenhle
6871,4192 Vulamehlo Dududu Scottburgh
6872,4193 Vulamehlo  Umdoni
6873,4200 Vulamehlo  Handinagi
6874,4200 Umdoni  Umzinto
6875,4200 Umdoni Cassanova Umzinto
6876,4200 Umdoni Esperanza Village Umzinto
6877,4200 Umdoni Ghandie Nagar Umzinto
6878,4200 Umdoni Hazelwood Umzinto
6879,4200 Umdoni Riverside Park Umzinto
6880,4200 Umdoni Roseville Umzinto
6881,4200 Umdoni Roshan Heights Umzinto
6882,4200 Umdoni Shayamoya Umzinto
6883,4200 Hibiscus Coast Thuthukani Hibberdene
6884,4201 Umdoni Umzinto Sta Umzinto
6885,4202 Vulamehlo Braemar Umzinto
6886,4204 Vulamehlo Kenterton Umzinto
6887,4206 Ubuhlebezwe  Sangcwaba
6888,4207 Umdoni Maginindane Umzinto
6889,4215 Umdoni  Sezela
6890,4216 Umdoni  Mdasha
6891,4220 Hibiscus Coast  Hibberdene
6892,4220 Hibiscus Coast Buhlebuyeza Hibberdene
6893,4220 Hibiscus Coast Kloof End Hibberdene
6894,4220 Hibiscus Coast Lindelani Hibberdene
6895,4220 Hibiscus Coast Pumula Cafe Hibberdene
6896,4220 Hibiscus Coast Sports Club Hibberdene
6897,4220 Hibiscus Coast Top Shop Hibberdene
6898,4220 Hibiscus Coast Wilder Valley Hibberdene
6899,4220 Hibiscus Coast Wood Store Hibberdene
6900,4220 Hibiscus Coast Woodgrange On Sea Hibberdene
6901,4221 eThekwini Metro Clifton Park Hibberdene
6902,4225 Hibiscus Coast  Umzumbe
6903,4225 Hibiscus Coast Fairview Mission Umzumbe
6904,4225 Hibiscus Coast Phumula Umzumbe
6905,4226 Hibiscus Coast Morrison Port Shepstone
6906,4227 Umzumbe Odeke Umzumbe
6907,4230 Hibiscus Coast  Anerley
6908,4230 Hibiscus Coast  Praire Park
6909,4230 Hibiscus Coast  Southport
6910,4230 Hibiscus Coast Sunwich Port Anerley
6911,4235 Hibiscus Coast  Umtentweni
6912,4235 Hibiscus Coast Old St Faiths Umtentweni
6913,4240 Hibiscus Coast  Port Shepstone
6914,4240 Hibiscus Coast Albertsville Port Shepstone
6915,4240 Hibiscus Coast Beach Front Port Shepstone
6916,4240 Hibiscus Coast Crescent Street Port Shepstone
6917,4240 Hibiscus Coast Dafeleni Port Shepstone
6918,4240 Hibiscus Coast Dairy Road Port Shepstone
6919,4240 Hibiscus Coast Deepvale Road Port Shepstone
6920,4240 Hibiscus Coast Escombe Street Port Shepstone
6921,4240 Hibiscus Coast Flower Foundation Port Shepstone
6922,4240 Hibiscus Coast Hibiscus Road Port Shepstone
6923,4240 Hibiscus Coast King Haakon Drive Port Shepstone
6924,4240 Hibiscus Coast King Haakon Road Port Shepstone
6925,4068 eThekwini Metro Sunford Phoenix
6926,4068 eThekwini Metro Trenance Manor Phoenix
6927,4068 eThekwini Metro Westham Phoenix
6928,4068 eThekwini Metro Whetfern Phoenix
6929,4068 eThekwini Metro Whetstone Phoenix
6930,4068 eThekwini Metro White House Park Phoenix
6931,4068 eThekwini Metro Woodview Phoenix
6932,4069 eThekwini Metro Point Durban
6933,4070 eThekwini Metro Queensburgh Durban
6934,4071 eThekwini Metro Red Hill Durban
6935,4072 eThekwini Metro  Rossburgh
6936,4074 eThekwini Metro Snell Parade Durban
6937,4075 eThekwini Metro Umbilo Durban
6938,4078 eThekwini Metro Qualbert Durban
6939,4079 eThekwini Metro Shallcross Queensburgh
6940,4080 eThekwini Metro Amaoti Phoenix
6941,4080 eThekwini Metro Phoenix Durban
6942,4082 eThekwini Metro Lindiwe Mayville
6943,4083 eThekwini Metro Moore Road Durban
6944,4084 eThekwini Metro Bayview Chatsworth
6945,4085 eThekwini Metro Lornegrey Durban
6946,4087 eThekwini Metro Moorton Chatsworth
6947,4088 eThekwini Metro Isibani Mobeni
6948,4089 eThekwini Metro Danisa Village Umlazi
6949,4089 eThekwini Metro Ireland Umlazi
6950,4089 eThekwini Metro Khayelisha Umlazi
6951,4089 eThekwini Metro Moscow Umlazi
6952,4089 eThekwini Metro Ntokozweni Umlazi
6953,4089 eThekwini Metro Ntokozweni F6 Umlazi
6954,4089 eThekwini Metro Ntokozweni H2 Umlazi
6955,4089 eThekwini Metro Ntokozweni Section Q Umlazi
6956,4089 eThekwini Metro Ntokozweni Section T Umlazi
6957,4089 eThekwini Metro Phola Place Umlazi
6958,4089 eThekwini Metro Shayamoya Umlazi
6959,4089 eThekwini Metro Tehuis 1 - 3 Umlazi
6960,4089 eThekwini Metro Thandanani Umlazi
6961,4089 eThekwini Metro Umlazi A1 Umlazi
6962,4089 eThekwini Metro Umlazi A2 Umlazi
6963,4089 eThekwini Metro Umlazi Aa Umlazi
6964,4089 eThekwini Metro Umlazi C Umlazi
6965,4089 eThekwini Metro Umlazi C1 Umlazi
6966,4089 eThekwini Metro Umlazi C2 Umlazi
6967,4089 eThekwini Metro Umlazi E4 Umlazi
6968,4089 eThekwini Metro Umlazi E7 Umlazi
6969,4089 eThekwini Metro Umlazi E9 Umlazi
6970,4089 eThekwini Metro Umlazi F1 Umlazi
6971,4089 eThekwini Metro Umlazi F2 Umlazi
6972,4089 eThekwini Metro Umlazi Glebe Umlazi
6973,4089 eThekwini Metro Umlazi Q Umlazi
6974,4089 eThekwini Metro Umlazi S1 Umlazi
6975,4089 eThekwini Metro Umlazi T Umlazi
6976,4089 eThekwini Metro Umlazi V4 Umlazi
6977,4089 eThekwini Metro Umlazi V6 Umlazi
6978,4089 eThekwini Metro Vietnam Ntokozweni
6979,4089 eThekwini Metro Zimeleni Umlazi
6980,4090 eThekwini Metro Reservoir Hills Durban
6981,4091 eThekwini Metro 45th Cutting Durban
6982,4091 eThekwini Metro Asherville Durban
6983,4091 Tshwane Metro Bonela Mayville
6984,4091 Tshwane Metro Burnwood Mayville
6985,4091 Tshwane Metro Cato Crest Mayville
6986,4091 eThekwini Metro Cato Manor Durban
6987,4091 Tshwane Metro Chesterville Mayville
6988,4091 eThekwini Metro Clare Estate Dormerton
6989,4091 eThekwini Metro Dormerton Durban
6990,4091 eThekwini Metro Hippomere Durban
6991,4091 eThekwini Metro Marino Heights Durban
6992,4091 eThekwini Metro Mayville Durban
6993,4091 eThekwini Metro Overport Durban
6994,4091 eThekwini Metro Puntans Hill Durban
6995,4091 eThekwini Metro Randrus Durban
6996,4091 eThekwini Metro Reservoir Hills Durban
6997,4091 eThekwini Metro Roseglen Durban
6998,4091 eThekwini Metro Sherwood Durban
6999,4091 Tshwane Metro Silver Willow Mayville
7000,4091 eThekwini Metro Sparks Estate Durban
7001,4091 eThekwini Metro Springfield Durban
7002,4091 eThekwini Metro Springtown Durban
7003,4091 eThekwini Metro Sydenham Durban
7004,4091 Tshwane Metro Waterfall Park Mayville
7005,4091 eThekwini Metro Wesrif Durban
7006,4091 eThekwini Metro West Ridge Durban
7007,4091 eThekwini Metro West Riding Durban
7008,4091 eThekwini Metro Wiggins Durban
7009,4092 eThekwini Metro  Chatsworth
7010,4092 eThekwini Metro Arena Park Chatsworth
7011,4092 eThekwini Metro Bayview Chatsworth
7012,4092 eThekwini Metro Cavendish Mobeni
7013,4092 eThekwini Metro Croftdene Chatsworth
7014,4092 eThekwini Metro Crossmoor Chatsworth
7015,4092 eThekwini Metro Demat Mariannhill
7016,4092 eThekwini Metro Havenside Chatsworth
7017,4092 eThekwini Metro Kasturdene Chatsworth
7018,4092 eThekwini Metro Kharwastan Chatsworth
7019,4092 eThekwini Metro Lusaka Chatsworth
7020,4092 eThekwini Metro Madiba Chatsworth
7021,4092 eThekwini Metro Mobeni Heights Durban
7022,4092 eThekwini Metro Montford Chatsworth
7023,4092 eThekwini Metro Moorton Chatsworth
7024,4092 eThekwini Metro Risecliff Chatsworth
7025,4021 eThekwini Metro Umhlanga Manors Umhlanga Rocks
7026,4022 eThekwini Metro Glenashley Durban
7027,4023 eThekwini Metro Greyville Durban
7028,4024 eThekwini Metro Hillary Durban
7029,4025 eThekwini Metro Stamford Hill Durban
7030,4026 eThekwini Metro Jacobs Durban
7031,4027 eThekwini Metro Gijima Lamontville
7032,4027 eThekwini Metro Lamontville Durban
7033,4028 eThekwini Metro Laurien Crest Durban
7034,4029 eThekwini Metro Durban Internasionale Lughawe Durban
7035,4029 eThekwini Metro Durban International Airport Durban
7036,4030 eThekwini Metro  Chatsworth
7037,4031 eThekwini Metro  Umlazi
7038,4031 eThekwini Metro Engonyameni Umlazi
7039,4031 eThekwini Metro Gezangave Umlazi
7040,4031 eThekwini Metro Gomomo Umlazi
7041,4031 eThekwini Metro Kwankonka Umlazi
7042,4031 eThekwini Metro Lusaka Umlazi
7043,4031 Umzumbe Mseni Umlazi
7044,4092 eThekwini Metro Savannah Park Chatsworth
7045,4092 eThekwini Metro Silverglen Chatsworth
7046,4092 eThekwini Metro Umhlatuzana Chatsworth
7047,4092 eThekwini Metro Welbedacht Chatsworth
7048,4092 eThekwini Metro Welbedacht East Chatsworth
7049,4092 eThekwini Metro Welbedacht West Chatsworth
7050,4092 eThekwini Metro Westcliff Chatsworth
7051,4092 eThekwini Metro Woodhurst Chatsworth
7052,4093 eThekwini Metro  Malvern
7053,4093 eThekwini Metro Buffels Bosch Shallcross
7054,4093 eThekwini Metro Burlington Gardens Queensburgh
7055,4093 eThekwini Metro Burlington Heights Queensburgh
7056,4093 eThekwini Metro Escombe Queensburgh
7057,4093 eThekwini Metro Firwood Estate Queensburgh
7058,4093 eThekwini Metro Flamboyant Park Queensburgh
7059,4093 eThekwini Metro Glendale Gardens Queensburgh
7060,4093 eThekwini Metro Harinagar Queensburgh
7061,4093 eThekwini Metro Hillview Queensburgh
7062,4093 eThekwini Metro Moseley Queensburgh
7063,4093 eThekwini Metro Mulberry Park Pinetown
7064,4093 eThekwini Metro Nirvana Hills Northdene
7065,4093 eThekwini Metro Northdene Durban
7066,4093 eThekwini Metro Northdene Park Queensburgh
7067,4093 eThekwini Metro Parkside Queensburgh
7068,4093 eThekwini Metro Queensburgh Durban
7069,4093 eThekwini Metro Sanctuary Park Estate Queensburgh
7070,4093 eThekwini Metro Shallcross Queensburgh
7071,4094 eThekwini Metro  Rossburgh
7072,4094 eThekwini Metro Bellair Durban
7073,4094 eThekwini Metro Booth Aansluiting Durban
7074,4094 eThekwini Metro Booth Junction Durban
7075,4094 eThekwini Metro Hillary Durban
7076,4094 eThekwini Metro Mount Vernon Durban
7077,4094 eThekwini Metro Poets Corner Rossburgh
7078,4094 eThekwini Metro Sea View Durban
7079,4098 eThekwini Metro Umgeni Park Durban North
7080,4099 eThekwini Metro Woodview Phoenix
7081,4100 eThekwini Metro Adams Mission Amanzimtoti
7082,4101 eThekwini Metro Avondale Road Durban
7083,4102 eThekwini Metro  Whetstone
7084,4103 eThekwini Metro  Ekuthuleni
7085,4104 eThekwini Metro Merebank Central Durban
7086,4105 eThekwini Metro  Umbumbulu
7087,4105 Ulundi Emdumezulu Umbumbulu
7088,4105 eThekwini Metro Folweni DGD Umbumbulu
7089,4105 eThekwini Metro Folweni TSP Umbumbulu
7090,4105 eThekwini Metro Mpulo Umbumbulu
7091,4105 eThekwini Metro Mthambo Umbumbulu
7092,4105 Mkhambathini Ngilanyoni Umbumbulu
7093,4105 eThekwini Metro Odidini Umbumbulu
7094,4105 Mkhambathini Ogagwini Umbumbulu
7095,4105 eThekwini Metro Phumelela Umbumbulu
7096,4105 eThekwini Metro Sunduzwayo Umbumbulu
7097,4106 eThekwini Metro Thandokuhle Umbumbulu
7098,4109 eThekwini Metro Watertower Jacobs
7099,4110 eThekwini Metro  Isipingo
7100,4110 eThekwini Metro Folweni Isipingo
7101,4110 eThekwini Metro Golokodo Isipingo
7102,4110 eThekwini Metro Malukazi Isipingo
7103,4110 eThekwini Metro Philani Valley Isipingo
7104,4111 eThekwini Metro Lotus Park Isipingo
7105,4113 eThekwini Metro Prospecton Isipingo
7106,4115 eThekwini Metro  Isipingo Beach
7107,4120 eThekwini Metro Umbogintwini Amanzimtoti
7108,4122 eThekwini Metro  Sparksview
7109,4125 eThekwini Metro  Amanzimtoti
7110,4126 eThekwini Metro  Amanzimtoti
7111,4126 eThekwini Metro Abaphehli Doonside
7112,4126 eThekwini Metro Athlone Park Amanzimtoti
7113,4126 eThekwini Metro Bonny Ridge Amanzimtoti
7114,4126 eThekwini Metro Buena Vista Amanzimtoti
7115,4126 eThekwini Metro Doon Heights Amanzimtoti
7116,4126 eThekwini Metro Doonside Amanzimtoti
7117,4126 eThekwini Metro Ezimbokodweni Umbogintwini
7118,4126 eThekwini Metro Illovo Amanzimtoti
7119,4126 eThekwini Metro Illovo Beach Amanzimtoti
7120,4126 eThekwini Metro Illovo Glen Amanzimtoti
7121,4126 eThekwini Metro Intinyane Amanzimtoti
7122,4126 eThekwini Metro Kingsburgh Amanzimtoti
7123,4126 eThekwini Metro Kwamakuta Amanzimtoti
7124,4126 eThekwini Metro Lagoon View Amanzimtoti
7125,4031 eThekwini Metro Umlazi 5 Umlazi
7126,4031 eThekwini Metro Umlazi C3 Umlazi
7127,4031 eThekwini Metro Umlazi Cc Umlazi
7128,4031 eThekwini Metro Umlazi D3 Umlazi
7129,4031 eThekwini Metro Umlazi F Section Umlazi
7130,4031 eThekwini Metro Umlazi F11 Umlazi
7131,4031 eThekwini Metro Umlazi F3 Umlazi
7132,4031 eThekwini Metro Umlazi F6 Umlazi
7133,4031 eThekwini Metro Umlazi F9 Umlazi
7134,4031 eThekwini Metro Umlazi Fx6 Umlazi
7135,4031 eThekwini Metro Umlazi Gx4 Umlazi
7136,4031 eThekwini Metro Umlazi Gx8-9 Umlazi
7137,4031 eThekwini Metro Umlazi Hx14 Umlazi
7138,4031 eThekwini Metro Umlazi Hx17 Umlazi
7139,4031 eThekwini Metro Umlazi Hx4 Umlazi
7140,4031 eThekwini Metro Umlazi N Umlazi
7141,4031 eThekwini Metro Umlazi New Village Umlazi
7142,4031 eThekwini Metro Umlazi White City Umlazi
7143,4032 eThekwini Metro Kwazimele Inanda
7144,4032 eThekwini Metro Newtown Section A Inanda
7145,4032 eThekwini Metro Ntuzuma Kwazimele
7146,4032 eThekwini Metro Ntuzuma E Kwamashu
7147,4032 eThekwini Metro Ntuzuma G Kwamashu
7148,4032 eThekwini Metro Qhakaza Kwamashu
7149,4034 eThekwini Metro Rochdale Park Durban
7150,4035 St Lucia Park Ezihlabatini Marble Ray
7151,4035 St Lucia Park Kwasheleni Marble Ray
7152,4035 St Lucia Park Mancinza Marble Ray
7153,4035 eThekwini Metro Marble Ray Durban
7154,4035 St Lucia Park Pholile Marble Ray
7155,4035 St Lucia Park Sakhisiwe Marble Ray
7156,4036 eThekwini Metro Bluff Durban
7157,4037 eThekwini Metro Allen Rise Marble Ray
7158,4037 eThekwini Metro Athena Gardens Durban
7159,4037 eThekwini Metro Bakerville Gardens Marble Ray
7160,4037 eThekwini Metro Briardale Marble Ray
7161,4037 eThekwini Metro Castle Hill Marble Ray
7162,4037 eThekwini Metro Clearheights Marble Ray
7163,4037 eThekwini Metro Earlsfield Marble Ray
7164,4037 eThekwini Metro Fosa Marble Ray
7165,4037 eThekwini Metro Hillgrove Marble Ray
7166,4037 eThekwini Metro Marble Ray Durban
7167,4037 eThekwini Metro New Dawn Park Marble Ray
7168,4037 eThekwini Metro Newlands Marble Ray
7169,4037 eThekwini Metro Newlands East Marble Ray
7170,4037 eThekwini Metro Newlands West Marble Ray
7171,4037 eThekwini Metro Parlock Marble Ray
7172,4037 eThekwini Metro Riverdene Marble Ray
7173,4037 eThekwini Metro Sandalwood Marble Ray
7174,4037 eThekwini Metro Valencia Gardens Marble Ray
7175,4037 eThekwini Metro Westrich Marble Ray
7176,4038 eThekwini Metro Crossways Durban
7177,4039 eThekwini Metro Sawfish Clinic Marble Ray
7178,4041 eThekwini Metro Universiteit Van Kwazulu Natal Durban
7179,4041 eThekwini Metro University of Kwazulu Natal Durban
7180,4047 Dannhauser Mega City Dannhauser
7181,4050 eThekwini Metro Isinkontshe Mobeni
7182,4051 eThekwini Metro Athlone Durban North
7183,4051 eThekwini Metro Avoca Durban North
7184,4051 eThekwini Metro Avoca Hills Durban North
7185,4051 eThekwini Metro Beachwood Durban North
7186,4051 eThekwini Metro Blue Ridge Durban North
7187,4051 eThekwini Metro Briardene Durban North
7188,4051 eThekwini Metro Broadway Durban North
7189,4051 eThekwini Metro Corovoca Durban North
7190,4051 eThekwini Metro Duff's Road Durban North
7191,4051 eThekwini Metro Duffweg Durban North
7192,4051 eThekwini Metro Durban North Durban
7193,4051 eThekwini Metro Effingham Heights Durban North
7194,4051 eThekwini Metro Ellis Park Durban North
7195,4051 eThekwini Metro Glen Anil Durban
7196,4051 eThekwini Metro Glenashley Durban
7197,4051 eThekwini Metro Glenhills Durban North
7198,4051 eThekwini Metro Greenwood Park Durban
7199,4051 eThekwini Metro Kenville Durban
7200,4051 eThekwini Metro La Lucia Durban North
7201,4051 eThekwini Metro Mount Moriah Durban North
7202,4051 eThekwini Metro Northway Durban
7203,4051 eThekwini Metro Parkhill Durban North
7204,4051 eThekwini Metro Red Hill Durban
7205,4051 eThekwini Metro Riverside Durban North
7206,4051 eThekwini Metro Rosehill Durban
7207,4051 eThekwini Metro Sea Cow Lake Durban
7208,4051 eThekwini Metro Shanva Hills Durban North
7209,4051 eThekwini Metro Springfield Park Durban North
7210,4051 eThekwini Metro Springvale Durban North
7211,4051 eThekwini Metro Sunningdale Durban North
7212,4051 eThekwini Metro Sunningdale Village Durban North
7213,4051 eThekwini Metro Umgeni Heights Durban North
7214,4051 eThekwini Metro Umgeni Park Durban North
7215,4051 eThekwini Metro Umgenihoogte Durban North
7216,4051 eThekwini Metro Virginia Durban North
7217,4052 eThekwini Metro Austerville Durban
7218,4052 eThekwini Metro Bayhead Durban
7219,4052 eThekwini Metro Bluff Durban
7220,4052 eThekwini Metro Brighton Beach Durban
7221,4052 eThekwini Metro Bushlands Durban
7222,4052 eThekwini Metro Clairwood Durban
7223,4052 eThekwini Metro Crossways Durban
7224,4052 eThekwini Metro Fynnland Bluff
7225,3900 uMhlathuze  Richards Bay
7226,3900 uMhlathuze Alton Richards Bay
7227,3900 uMhlathuze Alton Industrial Richards Bay
7228,3900 uMhlathuze Alton Industriele Richards Bay
7229,3900 uMhlathuze Aquadene Richards Bay
7230,3900 uMhlathuze Arboretum Richards Bay
7231,3900 uMhlathuze Birdswood Richards Bay
7232,3900 uMhlathuze Brackenham Richards Bay
7233,3900 uMhlathuze Essenwood Richards Bay
7234,3900 uMhlathuze Richardsbaai Richards Bay
7235,3900 uMhlathuze Saligna Richards Bay
7236,3900 uMhlathuze Tuzi Gazi Empangeni
7237,3900 uMhlathuze Veld and Vlei Richards Bay
7238,3901 uMhlathuze  Meer En See
7239,3902 uMhlathuze Waterberry Wood Richards Bay
7240,3903 uMhlathuze Bottlebrush Richards Bay
7241,3904 uMhlathuze Arbex Richards Bay
7242,3905 Jozini  Enyokeni
7243,3910 uMhlathuze Empangeni Stasie Empangeni
7244,3910 uMhlathuze Empangeni Station Empangeni
7245,3915 Mbonambi  Kwambonambi
7246,3915 Mbonambi Inkanyezi Kwambonambi
7247,3915 Mbonambi Ndondotha Kwambonambi
7248,3915 Mbonambi Nozambula Kwambonambi
7249,3920 uMhlathuze Central Empangeni
7250,3920 uMhlathuze Sentraal Empangeni
7251,3925 Mtubatuba Mfolozi Mtubatuba
7252,3930 Mtubatuba River View Mtubatuba
7253,3934 Umzumbe  Vukani
7254,3934 Nongoma Esiphambanweni Nongoma
7255,3934 Nongoma Gomondo Nongoma
7256,3934 Okhahlamba Kwandema Nongoma
7257,3934 Nongoma Mehlomane Nongoma
7258,4052 eThekwini Metro Grosvenor Durban
7259,4052 eThekwini Metro Happy Valley Durban
7260,4052 eThekwini Metro Island View Durban
7261,4052 eThekwini Metro Jacobs Durban
7262,4052 eThekwini Metro Kings Rest Durban
7263,4052 eThekwini Metro Kings View Durban
7264,4052 eThekwini Metro Marlborough Park Durban
7265,4052 eThekwini Metro Merebank Durban
7266,4052 eThekwini Metro Merewent Durban
7267,4052 eThekwini Metro Mobeni Durban
7268,4052 eThekwini Metro Ocean View Durban
7269,4052 eThekwini Metro Treasure Beach Durban
7270,4052 eThekwini Metro Van Der Walt Park Durban
7271,4052 eThekwini Metro Wentworth Durban
